payment_id,payment_date,payment_time,amount,payment_method,card_type,issuer_country,payment_channel,avs_response,cvv_response,three_ds_response,auth_response,merchant_name
2265,2025-05-04,12:00:47,51.0,Card,Credit,US,Web,U,M,Y,Approved,Merchant_23
2266,2025-03-25,12:00:47,191.12,Mobile Money,Credit,NG,POS,U,N,N,Declined,Merchant_30
2267,2025-04-15,12:00:47,144.76,Card,Debit,NG,POS,N,N,N,Approved,Merchant_16
2268,2025-03-20,12:00:47,2.82,Mobile Money,Debit,NG,POS,U,N,Y,Declined,Merchant_2
2269,2025-03-26,12:00:47,153.65,Cash,Debit,UK,Mobile App,U,N,N,Declined,Merchant_3
2270,2025-05-12,12:00:47,28.99,Card,Debit,UK,Web,Y,M,N,Approved,Merchant_20
2271,2025-04-20,12:00:47,62.3,Cash,Debit,US,POS,U,N,Y,Declined,Merchant_21
2272,2025-05-08,12:00:47,49.8,Cash,Credit,UK,POS,Y,N,Y,Declined,Merchant_49
2273,2025-03-21,12:00:47,30.73,Mobile Money,Credit,US,Web,N,N,N,Approved,Merchant_9
2274,2025-05-01,12:00:47,78.24,Card,Credit,US,Web,U,N,N,Approved,Merchant_38
2275,2025-05-09,12:00:47,12.66,Cash,Credit,UK,POS,Y,N,N,Approved,Merchant_31
2276,2025-04-01,12:00:47,1.98,Card,Debit,NG,Web,U,M,Y,Declined,Merchant_32
2277,2025-05-08,12:00:47,85.0,Card,Credit,NG,Mobile App,N,M,Y,Declined,Merchant_31
2278,2025-03-18,12:00:47,49.8,Mobile Money,Credit,UK,Web,Y,M,Y,Declined,Merchant_22
2279,2025-04-30,12:00:47,36.24,Mobile Money,Debit,US,Web,N,N,Y,Approved,Merchant_34
2280,2025-04-17,12:00:47,74.73,Card,Debit,NG,Web,Y,N,N,Approved,Merchant_37
2281,2025-04-14,12:00:47,51.0,Mobile Money,Debit,UK,Mobile App,N,M,N,Declined,Merchant_11
2282,2025-04-14,12:00:47,2.5,Card,Debit,NG,Mobile App,Y,M,N,Declined,Merchant_24
2283,2025-04-19,12:00:47,66.48,Card,Credit,UK,Web,U,N,N,Declined,Merchant_13
2284,2025-04-16,12:00:47,3.96,Mobile Money,Credit,NG,Web,N,N,N,Approved,Merchant_9
2285,2025-05-02,12:00:47,49.86,Card,Credit,NG,Web,N,N,Y,Declined,Merchant_7
2286,2025-04-28,12:00:47,144.76,Card,Debit,UK,POS,U,N,N,Declined,Merchant_30
2287,2025-05-06,12:00:47,92.19,Mobile Money,Debit,NG,Web,N,M,N,Approved,Merchant_20
2288,2025-03-21,12:00:47,97.11,Mobile Money,Credit,UK,POS,N,M,Y,Declined,Merchant_48
2289,2025-03-31,12:00:47,58.68,Mobile Money,Credit,NG,Web,U,N,N,Approved,Merchant_24
2290,2025-05-17,12:00:47,124.4,Card,Credit,NG,Mobile App,Y,M,Y,Declined,Merchant_10
2291,2025-04-07,12:00:47,36.19,Card,Credit,UK,Web,Y,M,Y,Approved,Merchant_42
2292,2025-03-24,12:00:47,37.84,Mobile Money,Debit,NG,Web,Y,M,Y,Approved,Merchant_22
2293,2025-04-08,12:00:47,11.0,Mobile Money,Debit,NG,POS,U,M,Y,Approved,Merchant_41
2294,2025-05-01,12:00:47,15.4,Mobile Money,Credit,US,POS,U,M,Y,Approved,Merchant_10
2295,2025-04-17,12:00:47,32.37,Mobile Money,Credit,US,POS,U,N,Y,Declined,Merchant_46
2296,2025-04-01,12:00:47,49.82,Card,Debit,US,Web,U,M,Y,Approved,Merchant_22
2297,2025-04-12,12:00:47,144.76,Cash,Credit,UK,Mobile App,Y,N,N,Approved,Merchant_24
2298,2025-05-08,12:00:47,60.96,Mobile Money,Credit,UK,Web,N,M,Y,Approved,Merchant_10
2299,2025-03-30,12:00:47,24.91,Cash,Debit,NG,Mobile App,Y,N,N,Approved,Merchant_31
2300,2025-03-18,12:00:47,2.82,Card,Debit,NG,Web,Y,M,Y,Approved,Merchant_19
2301,2025-03-21,12:00:47,24.92,Card,Debit,UK,Web,Y,N,N,Declined,Merchant_14
2302,2025-05-12,12:00:47,6.6,Card,Credit,US,Web,N,M,Y,Approved,Merchant_18
2303,2025-05-14,12:00:47,73.15,Mobile Money,Credit,US,Mobile App,N,M,Y,Approved,Merchant_28
2304,2025-05-03,12:00:47,24.91,Card,Debit,UK,Web,Y,N,Y,Declined,Merchant_41
2305,2025-05-05,12:00:47,49.82,Card,Debit,NG,Web,N,M,Y,Declined,Merchant_44
2306,2025-04-07,12:00:47,5.64,Mobile Money,Credit,NG,Mobile App,N,N,Y,Declined,Merchant_15
2307,2025-05-01,12:00:47,57.98,Card,Debit,UK,Mobile App,Y,N,Y,Approved,Merchant_21
2308,2025-04-24,12:00:47,73.15,Mobile Money,Credit,UK,Mobile App,U,N,N,Approved,Merchant_8
2309,2025-05-01,12:00:47,53.85,Card,Debit,UK,POS,N,M,N,Declined,Merchant_17
2310,2025-04-26,12:00:47,22.02,Card,Debit,US,Web,U,M,N,Declined,Merchant_12
2311,2025-05-05,12:00:47,9.46,Mobile Money,Credit,UK,Web,U,M,N,Declined,Merchant_15
2312,2025-04-01,12:00:47,37.38,Mobile Money,Credit,UK,Web,N,M,N,Approved,Merchant_50
2313,2025-04-12,12:00:47,72.38,Card,Credit,NG,Web,N,M,N,Declined,Merchant_2
2314,2025-05-10,12:00:47,74.73,Card,Credit,US,Web,Y,M,N,Approved,Merchant_1
2315,2025-04-22,12:00:47,238.9,Card,Credit,US,POS,N,M,N,Declined,Merchant_15
2316,2025-03-27,12:00:47,36.19,Card,Credit,US,Web,U,N,N,Approved,Merchant_1
2317,2025-04-06,12:00:47,86.97,Card,Credit,NG,Web,Y,N,Y,Approved,Merchant_42
2318,2025-03-20,12:00:47,92.19,Cash,Credit,NG,POS,Y,N,N,Declined,Merchant_16
2319,2025-03-29,12:00:47,32.37,Cash,Debit,NG,Mobile App,Y,N,Y,Approved,Merchant_18
2320,2025-05-12,12:00:47,92.19,Mobile Money,Credit,US,Web,U,N,N,Declined,Merchant_50
2321,2025-03-23,12:00:47,12.08,Card,Credit,NG,Web,U,N,Y,Approved,Merchant_17
2322,2025-05-01,12:00:47,66.48,Mobile Money,Credit,NG,Web,U,M,N,Declined,Merchant_15
2323,2025-03-18,12:00:47,36.19,Mobile Money,Debit,UK,Web,Y,N,N,Approved,Merchant_11
2324,2025-03-30,12:00:47,11.28,Mobile Money,Debit,US,Web,U,N,N,Declined,Merchant_27
2325,2025-04-09,12:00:47,58.52,Mobile Money,Debit,US,Web,N,N,Y,Declined,Merchant_32
2326,2025-03-30,12:00:47,129.48,Card,Debit,UK,Web,U,M,N,Declined,Merchant_15
2327,2025-04-01,12:00:47,20.32,Mobile Money,Debit,US,POS,Y,N,Y,Approved,Merchant_11
2328,2025-04-06,12:00:47,30.73,Card,Credit,UK,Web,U,M,N,Declined,Merchant_50
2329,2025-04-21,12:00:47,2.5,Card,Credit,UK,Mobile App,Y,M,N,Approved,Merchant_18
2330,2025-04-02,12:00:47,14.63,Mobile Money,Credit,NG,Web,N,M,Y,Approved,Merchant_32
2331,2025-05-15,12:00:47,43.89,Card,Debit,UK,POS,U,N,Y,Approved,Merchant_30
2332,2025-04-14,12:00:47,12.66,Card,Credit,US,Web,Y,M,N,Approved,Merchant_41
2333,2025-03-30,12:00:47,17.95,Mobile Money,Debit,UK,Web,N,N,Y,Approved,Merchant_9
2334,2025-05-05,12:00:47,36.24,Cash,Debit,US,POS,U,N,N,Approved,Merchant_26
2335,2025-04-30,12:00:47,60.96,Card,Debit,US,Mobile App,Y,M,Y,Approved,Merchant_50
2336,2025-04-20,12:00:47,99.64,Mobile Money,Credit,UK,Mobile App,Y,M,N,Declined,Merchant_45
2337,2025-04-08,12:00:47,64.74,Card,Debit,UK,Web,N,N,Y,Approved,Merchant_37
2338,2025-05-16,12:00:47,11.0,Card,Credit,US,POS,U,M,N,Declined,Merchant_35
2339,2025-03-28,12:00:47,17.95,Card,Debit,NG,Web,N,N,Y,Approved,Merchant_27
2340,2025-04-05,12:00:47,36.24,Mobile Money,Credit,US,Web,U,N,N,Approved,Merchant_31
2341,2025-04-24,12:00:47,77.0,Mobile Money,Credit,NG,Web,Y,N,Y,Approved,Merchant_1
2342,2025-05-01,12:00:47,49.8,Cash,Debit,US,POS,U,N,N,Approved,Merchant_18
2343,2025-04-01,12:00:47,9.68,Mobile Money,Credit,US,Web,U,N,Y,Approved,Merchant_14
2344,2025-04-08,12:00:47,43.89,Mobile Money,Credit,US,Mobile App,Y,N,Y,Declined,Merchant_11
2345,2025-05-13,12:00:47,2.82,Mobile Money,Credit,US,Web,N,M,N,Declined,Merchant_25
2346,2025-04-22,12:00:47,155.5,Cash,Debit,UK,Mobile App,Y,M,Y,Declined,Merchant_27
2347,2025-04-23,12:00:47,9.9,Cash,Debit,UK,POS,Y,M,N,Declined,Merchant_46
2348,2025-05-08,12:00:47,143.34,Mobile Money,Credit,UK,Web,Y,M,Y,Declined,Merchant_14
2349,2025-05-13,12:00:47,74.73,Mobile Money,Debit,US,Web,Y,M,N,Declined,Merchant_37
2350,2025-04-20,12:00:47,4.4,Mobile Money,Debit,US,Mobile App,N,N,N,Declined,Merchant_48
2351,2025-04-27,12:00:47,92.19,Card,Credit,US,POS,U,M,Y,Approved,Merchant_40
2352,2025-04-24,12:00:47,5.94,Mobile Money,Debit,US,Web,N,N,N,Approved,Merchant_2
2353,2025-03-27,12:00:47,77.0,Cash,Credit,NG,POS,U,M,Y,Declined,Merchant_40
2354,2025-04-25,12:00:47,143.34,Mobile Money,Credit,US,Web,N,M,N,Approved,Merchant_5
2355,2025-04-02,12:00:47,29.36,Card,Credit,UK,Web,N,N,Y,Declined,Merchant_4
2356,2025-04-15,12:00:47,143.34,Cash,Debit,NG,Mobile App,N,N,Y,Declined,Merchant_32
2357,2025-05-12,12:00:47,99.64,Mobile Money,Credit,UK,Web,Y,M,Y,Approved,Merchant_13
2358,2025-05-16,12:00:47,36.7,Card,Credit,US,POS,N,M,Y,Approved,Merchant_5
2359,2025-05-15,12:00:47,49.86,Cash,Credit,NG,Mobile App,N,N,N,Declined,Merchant_37
2360,2025-04-10,12:00:47,191.12,Mobile Money,Credit,NG,Mobile App,U,N,Y,Declined,Merchant_15
2361,2025-05-08,12:00:47,28.99,Card,Debit,NG,Web,U,M,Y,Approved,Merchant_42
2362,2025-04-26,12:00:47,74.73,Card,Credit,NG,POS,U,N,N,Declined,Merchant_9
2363,2025-04-03,12:00:47,49.8,Mobile Money,Debit,NG,Web,Y,N,N,Approved,Merchant_47
2364,2025-05-01,12:00:47,28.38,Card,Debit,US,Web,U,M,N,Approved,Merchant_19
2365,2025-04-10,12:00:47,39.12,Mobile Money,Credit,US,POS,N,M,Y,Approved,Merchant_29
2366,2025-04-01,12:00:47,30.8,Mobile Money,Credit,NG,Web,Y,M,Y,Approved,Merchant_29
2367,2025-04-17,12:00:47,62.2,Mobile Money,Debit,NG,Mobile App,Y,N,N,Declined,Merchant_35
2368,2025-03-23,12:00:47,143.34,Card,Credit,NG,Web,N,N,Y,Approved,Merchant_39
2369,2025-04-01,12:00:47,155.5,Cash,Debit,US,Mobile App,U,M,N,Declined,Merchant_38
2370,2025-04-30,12:00:47,33.24,Card,Debit,US,Mobile App,N,M,Y,Approved,Merchant_24
2371,2025-05-03,12:00:47,9.68,Mobile Money,Credit,US,Mobile App,N,M,N,Declined,Merchant_43
2372,2025-03-19,12:00:47,38.72,Cash,Credit,NG,Mobile App,N,M,N,Approved,Merchant_32
2373,2025-03-18,12:00:47,30.73,Card,Credit,US,POS,Y,N,N,Approved,Merchant_49
2374,2025-05-06,12:00:47,17.95,Card,Debit,NG,Web,U,N,Y,Approved,Merchant_43
2375,2025-04-09,12:00:47,72.38,Card,Debit,NG,Web,N,M,N,Approved,Merchant_20
2376,2025-04-04,12:00:47,89.75,Card,Credit,NG,POS,Y,M,Y,Declined,Merchant_33
2377,2025-04-21,12:00:47,19.56,Mobile Money,Debit,NG,Web,Y,M,N,Approved,Merchant_34
2378,2025-05-09,12:00:47,76.83,Card,Debit,US,Mobile App,N,M,N,Approved,Merchant_26
2379,2025-05-03,12:00:47,36.7,Card,Credit,NG,Web,U,M,Y,Approved,Merchant_38
2380,2025-03-29,12:00:47,14.68,Card,Credit,US,Web,N,N,Y,Approved,Merchant_23
2381,2025-04-24,12:00:47,58.52,Mobile Money,Debit,US,Web,U,M,N,Approved,Merchant_35
2382,2025-04-07,12:00:47,7.34,Cash,Debit,UK,Mobile App,U,N,Y,Approved,Merchant_49
2383,2025-03-21,12:00:47,35.9,Mobile Money,Debit,US,Web,U,N,N,Approved,Merchant_27
2384,2025-03-26,12:00:47,17.0,Mobile Money,Debit,UK,Web,U,N,Y,Approved,Merchant_26
2385,2025-04-21,12:00:47,48.32,Cash,Debit,NG,Mobile App,Y,M,Y,Approved,Merchant_13
2386,2025-04-12,12:00:47,32.37,Cash,Credit,UK,Mobile App,U,N,Y,Declined,Merchant_4
2387,2025-04-19,12:00:47,19.36,Card,Debit,US,Web,U,N,Y,Declined,Merchant_42
2388,2025-04-24,12:00:47,48.4,Mobile Money,Credit,UK,Mobile App,Y,M,N,Declined,Merchant_32
2389,2025-04-24,12:00:47,81.28,Cash,Debit,NG,Mobile App,U,N,Y,Declined,Merchant_50
2390,2025-04-28,12:00:47,60.96,Cash,Debit,US,POS,Y,N,N,Declined,Merchant_4
2391,2025-05-13,12:00:47,93.3,Card,Credit,NG,Mobile App,U,M,Y,Declined,Merchant_32
2392,2025-03-25,12:00:47,12.66,Card,Debit,US,POS,N,N,N,Approved,Merchant_14
2393,2025-05-12,12:00:47,21.1,Mobile Money,Credit,US,Web,N,M,N,Approved,Merchant_31
2394,2025-05-08,12:00:47,128.05,Mobile Money,Credit,US,Mobile App,Y,M,Y,Declined,Merchant_5
2395,2025-05-02,12:00:47,17.0,Card,Credit,US,Web,N,N,N,Approved,Merchant_19
2396,2025-03-28,12:00:47,58.52,Card,Credit,NG,Web,N,N,Y,Declined,Merchant_49
2397,2025-04-19,12:00:47,128.05,Mobile Money,Debit,UK,POS,N,N,N,Declined,Merchant_28
2398,2025-04-21,12:00:47,60.4,Card,Debit,UK,Mobile App,N,M,N,Approved,Merchant_39
2399,2025-04-17,12:00:47,3.96,Cash,Debit,US,Mobile App,U,M,Y,Approved,Merchant_33
2400,2025-03-29,12:00:47,92.19,Mobile Money,Debit,NG,Web,Y,M,N,Approved,Merchant_26
2401,2025-04-05,12:00:47,11.0,Card,Debit,US,Web,Y,N,Y,Approved,Merchant_22
2402,2025-04-20,12:00:47,29.04,Card,Credit,US,Mobile App,U,N,Y,Approved,Merchant_35
2403,2025-04-04,12:00:47,47.3,Card,Credit,UK,Mobile App,N,N,N,Declined,Merchant_1
2404,2025-04-05,12:00:47,29.88,Cash,Debit,NG,Mobile App,Y,M,N,Declined,Merchant_34
2405,2025-05-09,12:00:47,74.73,Cash,Debit,NG,POS,N,N,N,Approved,Merchant_7
2406,2025-03-27,12:00:47,78.24,Card,Debit,NG,Web,Y,N,N,Approved,Merchant_16
2407,2025-03-28,12:00:47,57.98,Mobile Money,Debit,NG,Web,Y,M,N,Declined,Merchant_44
2408,2025-04-04,12:00:47,49.84,Card,Credit,US,Web,Y,M,N,Approved,Merchant_43
2409,2025-05-13,12:00:47,124.4,Card,Credit,NG,Web,N,N,N,Approved,Merchant_9
2410,2025-05-07,12:00:47,12.66,Mobile Money,Debit,US,POS,U,M,N,Declined,Merchant_46
2411,2025-04-14,12:00:47,36.24,Card,Credit,NG,Web,Y,N,Y,Declined,Merchant_45
2412,2025-04-30,12:00:47,66.48,Mobile Money,Credit,NG,Web,U,M,Y,Approved,Merchant_35
2413,2025-03-19,12:00:47,14.1,Mobile Money,Credit,NG,Web,U,M,N,Declined,Merchant_35
2414,2025-04-03,12:00:47,73.15,Mobile Money,Credit,NG,Mobile App,N,M,N,Approved,Merchant_28
2415,2025-04-20,12:00:47,20.32,Cash,Credit,US,POS,Y,M,Y,Declined,Merchant_28
2416,2025-05-06,12:00:47,95.56,Mobile Money,Debit,NG,POS,N,N,N,Declined,Merchant_5
2417,2025-05-10,12:00:47,12.66,Cash,Debit,NG,Mobile App,N,N,N,Approved,Merchant_34
2418,2025-05-04,12:00:47,57.98,Card,Debit,UK,Web,Y,M,N,Declined,Merchant_5
2419,2025-05-09,12:00:47,36.24,Card,Credit,UK,Mobile App,U,N,N,Approved,Merchant_26
2420,2025-04-04,12:00:47,180.95,Card,Credit,NG,POS,Y,M,N,Declined,Merchant_21
2421,2025-04-13,12:00:47,9.46,Mobile Money,Debit,UK,POS,U,N,Y,Approved,Merchant_6
2422,2025-05-09,12:00:47,14.63,Mobile Money,Credit,NG,Mobile App,U,N,N,Approved,Merchant_34
2423,2025-05-15,12:00:47,22.02,Mobile Money,Debit,US,POS,N,M,Y,Approved,Merchant_6
2424,2025-04-26,12:00:47,83.1,Cash,Credit,US,POS,Y,N,N,Approved,Merchant_20
2425,2025-04-05,12:00:47,89.75,Card,Credit,NG,Mobile App,U,M,N,Declined,Merchant_21
2426,2025-05-12,12:00:47,7.34,Mobile Money,Credit,US,POS,N,M,Y,Approved,Merchant_36
2427,2025-04-26,12:00:47,39.84,Mobile Money,Debit,US,POS,U,M,Y,Approved,Merchant_7
2428,2025-03-21,12:00:47,92.19,Card,Credit,UK,Web,Y,M,Y,Declined,Merchant_33
2429,2025-03-24,12:00:47,128.05,Card,Debit,UK,POS,U,N,N,Approved,Merchant_44
2430,2025-04-02,12:00:47,24.92,Mobile Money,Debit,US,Mobile App,N,M,Y,Declined,Merchant_23
2431,2025-04-03,12:00:47,143.34,Card,Credit,US,Web,Y,M,Y,Declined,Merchant_47
2432,2025-04-06,12:00:47,36.7,Cash,Credit,UK,Mobile App,U,N,Y,Declined,Merchant_48
2433,2025-04-13,12:00:47,72.38,Cash,Debit,US,POS,U,M,N,Declined,Merchant_18
2434,2025-05-17,12:00:47,43.89,Mobile Money,Debit,UK,Web,U,M,N,Declined,Merchant_31
2435,2025-04-16,12:00:47,64.74,Card,Debit,US,Web,U,N,Y,Declined,Merchant_47
2436,2025-03-28,12:00:47,8.44,Mobile Money,Credit,UK,Web,Y,N,Y,Approved,Merchant_20
2437,2025-03-27,12:00:47,155.5,Card,Credit,NG,Web,N,M,N,Approved,Merchant_37
2438,2025-04-16,12:00:47,25.61,Mobile Money,Debit,NG,POS,Y,M,Y,Declined,Merchant_48
2439,2025-04-16,12:00:47,62.2,Mobile Money,Credit,NG,POS,U,N,Y,Approved,Merchant_50
2440,2025-04-29,12:00:47,143.34,Card,Credit,US,Web,N,M,N,Approved,Merchant_15
2441,2025-04-30,12:00:47,16.62,Card,Debit,UK,Web,N,M,N,Approved,Merchant_37
2442,2025-05-06,12:00:47,38.72,Cash,Credit,UK,POS,N,M,Y,Approved,Merchant_26
2443,2025-05-04,12:00:47,7.34,Mobile Money,Credit,UK,Web,N,M,Y,Approved,Merchant_45
2444,2025-04-29,12:00:47,34.0,Mobile Money,Debit,US,POS,N,N,Y,Approved,Merchant_47
2445,2025-05-09,12:00:47,58.68,Card,Credit,US,Web,Y,M,Y,Approved,Merchant_40
2446,2025-04-11,12:00:47,33.24,Mobile Money,Credit,UK,Web,Y,N,N,Approved,Merchant_37
2447,2025-05-10,12:00:47,238.9,Mobile Money,Debit,UK,Web,U,M,Y,Approved,Merchant_39
2448,2025-05-02,12:00:47,108.57,Cash,Credit,UK,POS,N,N,Y,Approved,Merchant_8
2449,2025-04-25,12:00:47,58.52,Card,Credit,NG,POS,Y,N,N,Declined,Merchant_44
2450,2025-04-12,12:00:47,21.1,Mobile Money,Debit,NG,POS,N,N,Y,Declined,Merchant_20
2451,2025-05-03,12:00:47,22.02,Mobile Money,Credit,US,POS,U,N,N,Declined,Merchant_43
2452,2025-04-05,12:00:47,71.8,Mobile Money,Debit,UK,Web,U,M,Y,Approved,Merchant_27
2453,2025-03-21,12:00:47,11.28,Card,Debit,NG,POS,Y,N,Y,Declined,Merchant_46
2454,2025-04-03,12:00:47,47.3,Mobile Money,Credit,UK,Web,N,M,N,Approved,Merchant_31
2455,2025-05-10,12:00:47,61.6,Cash,Debit,NG,Mobile App,N,N,N,Approved,Merchant_20
2456,2025-04-17,12:00:47,19.36,Card,Debit,US,POS,N,M,Y,Declined,Merchant_47
2457,2025-04-20,12:00:47,17.0,Cash,Credit,NG,Mobile App,Y,M,N,Approved,Merchant_6
2458,2025-04-27,12:00:47,9.46,Card,Debit,UK,Mobile App,Y,M,N,Declined,Merchant_33
2459,2025-04-17,12:00:47,5.0,Card,Debit,US,Web,Y,M,Y,Declined,Merchant_17
2460,2025-05-06,12:00:47,2.5,Mobile Money,Debit,NG,Web,Y,N,Y,Approved,Merchant_5
2461,2025-04-04,12:00:47,155.5,Card,Debit,NG,Web,U,N,N,Approved,Merchant_18
2462,2025-03-26,12:00:47,24.92,Mobile Money,Debit,US,Web,U,N,N,Declined,Merchant_21
2463,2025-03-30,12:00:47,19.92,Card,Debit,NG,Web,N,M,Y,Declined,Merchant_36
2464,2025-05-13,12:00:47,29.26,Mobile Money,Debit,NG,Web,Y,N,Y,Approved,Merchant_28
2465,2025-03-30,12:00:47,12.66,Mobile Money,Credit,US,Web,U,M,Y,Declined,Merchant_7
2466,2025-04-09,12:00:47,12.08,Card,Credit,NG,Web,Y,N,N,Approved,Merchant_50
2467,2025-04-13,12:00:47,99.64,Card,Credit,US,Web,N,M,N,Declined,Merchant_11
2468,2025-04-20,12:00:47,34.0,Mobile Money,Debit,UK,Web,U,N,Y,Approved,Merchant_11
2469,2025-04-06,12:00:47,12.08,Cash,Credit,US,POS,Y,M,Y,Declined,Merchant_47
2470,2025-05-04,12:00:47,30.8,Card,Credit,NG,Web,N,M,N,Approved,Merchant_27
2471,2025-05-17,12:00:47,28.38,Cash,Credit,US,POS,Y,N,N,Approved,Merchant_46
2472,2025-03-25,12:00:47,9.68,Cash,Debit,NG,POS,Y,M,Y,Declined,Merchant_1
2473,2025-04-05,12:00:47,8.8,Cash,Credit,NG,POS,N,N,N,Approved,Merchant_33
2474,2025-04-26,12:00:47,71.8,Card,Credit,UK,POS,Y,N,Y,Declined,Merchant_29
2475,2025-03-29,12:00:47,49.82,Mobile Money,Credit,NG,Mobile App,U,M,N,Approved,Merchant_23
2476,2025-03-19,12:00:47,1.98,Card,Debit,US,Web,U,N,Y,Approved,Merchant_15
2477,2025-04-22,12:00:47,24.91,Mobile Money,Credit,UK,Web,Y,N,Y,Declined,Merchant_13
2478,2025-04-27,12:00:47,155.5,Cash,Credit,UK,Mobile App,U,M,N,Approved,Merchant_49
2479,2025-05-01,12:00:47,191.12,Mobile Money,Credit,US,Web,N,N,N,Declined,Merchant_28
2480,2025-04-21,12:00:47,11.28,Card,Debit,UK,POS,Y,M,N,Declined,Merchant_27
2481,2025-03-26,12:00:47,47.3,Mobile Money,Debit,US,Web,U,M,Y,Declined,Merchant_21
2482,2025-04-10,12:00:47,97.8,Mobile Money,Credit,US,Web,Y,M,Y,Declined,Merchant_16
2483,2025-04-03,12:00:47,51.0,Card,Credit,NG,Web,N,M,N,Declined,Merchant_44
2484,2025-04-24,12:00:47,51.0,Mobile Money,Debit,NG,Web,U,M,N,Approved,Merchant_14
2485,2025-04-28,12:00:47,25.61,Cash,Credit,UK,Mobile App,U,M,Y,Approved,Merchant_2
2486,2025-04-20,12:00:47,7.92,Card,Debit,NG,POS,Y,M,Y,Declined,Merchant_43
2487,2025-04-19,12:00:47,9.46,Card,Credit,US,Web,N,M,Y,Declined,Merchant_24
2488,2025-04-21,12:00:47,4.22,Card,Debit,UK,Web,N,N,N,Approved,Merchant_38
2489,2025-04-10,12:00:47,34.0,Card,Credit,UK,Web,U,N,N,Approved,Merchant_48
2490,2025-03-18,12:00:47,24.92,Mobile Money,Credit,UK,POS,N,N,Y,Approved,Merchant_39
2491,2025-03-27,12:00:47,39.12,Mobile Money,Credit,NG,Web,Y,M,N,Declined,Merchant_21
2492,2025-04-01,12:00:47,97.8,Cash,Credit,UK,POS,N,N,Y,Declined,Merchant_21
2493,2025-04-08,12:00:47,17.0,Card,Debit,NG,Web,Y,M,N,Approved,Merchant_31
2494,2025-05-16,12:00:47,29.26,Card,Debit,UK,POS,U,M,N,Declined,Merchant_45
2495,2025-04-22,12:00:47,24.92,Card,Credit,UK,Web,U,M,Y,Approved,Merchant_39
2496,2025-04-17,12:00:47,14.1,Mobile Money,Debit,UK,POS,U,M,N,Approved,Merchant_38
2497,2025-05-10,12:00:47,238.9,Cash,Debit,UK,POS,U,N,Y,Declined,Merchant_32
2498,2025-04-14,12:00:47,19.92,Mobile Money,Debit,UK,Web,U,N,N,Approved,Merchant_39
2499,2025-04-15,12:00:47,29.88,Card,Debit,US,POS,N,N,Y,Declined,Merchant_7
2500,2025-04-09,12:00:47,36.19,Card,Credit,NG,POS,U,N,N,Declined,Merchant_44
2501,2025-04-05,12:00:47,20.32,Cash,Credit,US,Mobile App,N,M,N,Declined,Merchant_21
2502,2025-03-28,12:00:47,11.0,Cash,Credit,US,POS,Y,M,N,Declined,Merchant_9
2503,2025-04-05,12:00:47,73.15,Card,Debit,NG,Web,U,N,N,Approved,Merchant_18
2504,2025-05-08,12:00:47,61.6,Card,Credit,UK,POS,N,M,N,Approved,Merchant_26
2505,2025-04-02,12:00:47,19.36,Card,Credit,US,Web,U,N,N,Approved,Merchant_30
2506,2025-05-15,12:00:47,12.5,Cash,Credit,US,POS,Y,N,Y,Declined,Merchant_21
2507,2025-04-03,12:00:47,122.92,Card,Debit,NG,Mobile App,N,M,Y,Declined,Merchant_44
2508,2025-04-20,12:00:47,78.24,Card,Credit,UK,Web,N,M,Y,Declined,Merchant_50
2509,2025-04-24,12:00:47,4.4,Mobile Money,Debit,US,POS,U,N,Y,Declined,Merchant_27
2510,2025-04-04,12:00:47,38.72,Cash,Debit,US,POS,Y,N,N,Approved,Merchant_33
2511,2025-04-28,12:00:47,34.0,Card,Debit,UK,Web,Y,M,Y,Approved,Merchant_50
2512,2025-05-03,12:00:47,64.74,Cash,Credit,NG,Mobile App,Y,N,N,Declined,Merchant_32
2513,2025-05-01,12:00:47,39.12,Card,Credit,UK,Web,U,N,Y,Approved,Merchant_4
2514,2025-04-01,12:00:47,3.96,Mobile Money,Debit,US,Mobile App,Y,N,Y,Declined,Merchant_25
2515,2025-05-04,12:00:47,81.28,Card,Debit,US,Web,U,M,Y,Declined,Merchant_14
2516,2025-04-07,12:00:47,78.24,Cash,Debit,UK,Mobile App,U,N,Y,Approved,Merchant_29
2517,2025-04-08,12:00:47,115.96,Mobile Money,Credit,UK,Web,Y,M,Y,Approved,Merchant_47
2518,2025-04-27,12:00:47,122.92,Card,Debit,UK,Web,N,M,Y,Approved,Merchant_19
2519,2025-05-17,12:00:47,30.73,Mobile Money,Debit,UK,POS,N,N,N,Approved,Merchant_21
2520,2025-03-31,12:00:47,28.99,Mobile Money,Credit,US,Mobile App,N,N,N,Declined,Merchant_34
2521,2025-04-24,12:00:47,19.56,Card,Debit,UK,Web,N,N,Y,Declined,Merchant_7
2522,2025-04-10,12:00:47,36.24,Card,Debit,UK,Web,U,N,N,Declined,Merchant_24
2523,2025-04-22,12:00:47,14.1,Card,Debit,US,POS,U,M,Y,Declined,Merchant_46
2524,2025-05-08,12:00:47,95.56,Mobile Money,Debit,NG,Web,U,N,N,Declined,Merchant_23
2525,2025-05-08,12:00:47,18.92,Card,Credit,UK,Web,N,N,Y,Declined,Merchant_6
2526,2025-04-30,12:00:47,12.5,Mobile Money,Credit,US,Web,N,M,Y,Approved,Merchant_24
2527,2025-05-05,12:00:47,8.44,Card,Credit,NG,Web,Y,N,N,Declined,Merchant_44
